BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
K000376,HON. ROBIN L. KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-DUNKIN,1/29/2017,2/28/2017,FOOD & BEVERAGE,19.97,2017,CITI PCARD-DUNKIN
K000376,HON. ROBIN L. KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0496262,BANKS ALAN D.,3/3/2017,3/3/2017,FOOD & BEVERAGE,164.46,2017,BANKS ALAN D.
K000376,HON. ROBIN L. KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0472317,BOLDEN II CHARLES M.,12/16/2016,12/16/2016,FOOD & BEVERAGE,16,2016,BOLDEN II CHARLES M.
K000376,HON. ROBIN L. KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0480564,CITIBANK GOV CARD SERVICE,12/16/2016,12/22/2016,FOOD & BEVERAGE,319.58,2016,CITIBANK GOV CARD SERVICE
K000388,HON. TRENT KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/10/2017,1/10/2017,FOOD & BEVERAGE,38.87,2017,BOISE CASCADE COMPANY
K000388,HON. TRENT KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/11/2017,1/11/2017,FOOD & BEVERAGE,59.18,2017,BOISE CASCADE COMPANY
K000388,HON. TRENT KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/10/2017,1/10/2017,FOOD & BEVERAGE,106.3,2017,BOISE CASCADE COMPANY
K000388,HON. TRENT KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/25/2017,1/25/2017,FOOD & BEVERAGE,45.92,2017,BOISE CASCADE COMPANY
K000388,HON. TRENT KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,1/25/2017,1/25/2017,FOOD & BEVERAGE,34.56,2017,BOISE CASCADE COMPANY
K000388,HON. TRENT KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/2/2017,2/2/2017,FOOD & BEVERAGE,16.18,2017,BOISE CASCADE COMPANY
K000388,HON. TRENT KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,2/28/2017,2/28/2017,FOOD & BEVERAGE,179.58,2017,BOISE CASCADE COMPANY
K000388,HON. TRENT KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/8/2017,3/8/2017,FOOD & BEVERAGE,103.39,2017,BOISE CASCADE COMPANY
K000388,HON. TRENT KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/16/2017,2/16/2017,FOOD & BEVERAGE,57.56,2017,BOISE CASCADE COMPANY
K000388,HON. TRENT KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/21/2017,2/21/2017,FOOD & BEVERAGE,4.61,2017,BOISE CASCADE COMPANY
K000388,HON. TRENT KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-TARGET,12/29/2016,1/2/2017,FOOD & BEVERAGE,15.04,2017,CITI PCARD-TARGET
K000379,HON. JOSEPH P. KENNEDY  III,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478308,PHILIPS MARIAH S.,1/5/2017,1/5/2017,FOOD & BEVERAGE,17,2017,PHILIPS MARIAH S.
K000379,HON. JOSEPH P. KENNEDY  III,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/12/2017,1/12/2017,FOOD & BEVERAGE,85.36,2017,BOISE CASCADE COMPANY
K000379,HON. JOSEPH P. KENNEDY  III,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/17/2017,1/17/2017,FOOD & BEVERAGE,14.13,2017,BOISE CASCADE COMPANY
K000379,HON. JOSEPH P. KENNEDY  III,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/18/2017,1/18/2017,FOOD & BEVERAGE,-19.92,2017,BOISE CASCADE COMPANY
K000379,HON. JOSEPH P. KENNEDY  III,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/24/2017,1/24/2017,FOOD & BEVERAGE,28.1,2017,BOISE CASCADE COMPANY
K000379,HON. JOSEPH P. KENNEDY  III,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0499412,MECHER GREGORY M,2/28/2017,2/28/2017,FOOD & BEVERAGE,242.7,2017,MECHER GREGORY M
K000379,HON. JOSEPH P. KENNEDY  III,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/8/2017,3/8/2017,FOOD & BEVERAGE,30.96,2017,BOISE CASCADE COMPANY
K000379,HON. JOSEPH P. KENNEDY  III,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/22/2017,2/22/2017,FOOD & BEVERAGE,13.13,2017,BOISE CASCADE COMPANY
K000389,HON. RO KHANNA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/26/2017,1/26/2017,FOOD & BEVERAGE,28.61,2017,BOISE CASCADE COMPANY
K000389,HON. RO KHANNA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/9/2017,2/9/2017,FOOD & BEVERAGE,35.5,2017,BOISE CASCADE COMPANY
K000390,HON. RUBEN J. KIHUEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/16/2017,AP,E0496589,NISHIDA-COSTELLO LIANNE S.,2/20/2017,2/20/2017,FOOD & BEVERAGE,60,2017,NISHIDA-COSTELLO LIANNE S.
K000380,HON. DANIEL T. KILDEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/9/2017,1/9/2017,FOOD & BEVERAGE,25.93,2017,BOISE CASCADE COMPANY
K000380,HON. DANIEL T. KILDEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/23/2017,1/23/2017,FOOD & BEVERAGE,72.88,2017,BOISE CASCADE COMPANY
K000380,HON. DANIEL T. KILDEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/3/2017,2/3/2017,FOOD & BEVERAGE,13.32,2017,BOISE CASCADE COMPANY
K000380,HON. DANIEL T. KILDEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/24/2017,2/24/2017,FOOD & BEVERAGE,41.4,2017,BOISE CASCADE COMPANY
K000381,HON. DEREK KILMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,E0486103,CARR NICHOLAS J.,1/16/2017,1/16/2017,FOOD & BEVERAGE,20,2017,CARR NICHOLAS J.
K000381,HON. DEREK KILMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/21/2017,AP,904275,O'CONNOR JULIA G.,1/31/2017,1/31/2017,FOOD & BEVERAGE,40.17,2017,O'CONNOR JULIA G.
K000381,HON. DEREK KILMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/3/2017,AP,E0490009,ECON DEVELOPMENT COUNCIL OF MASON CTY,2/2/2017,2/2/2017,FOOD & BEVERAGE,25,2017,ECON DEVELOPMENT COUNCIL OF MASON CTY
K000381,HON. DEREK KILMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0490037,ROBINS MARY J.,1/25/2017,1/27/2017,FOOD & BEVERAGE,52.3,2017,ROBINS MARY J.
K000381,HON. DEREK KILMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/22/2017,AP,E0495422,MORRIS JUDITH M,1/9/2017,1/9/2017,FOOD & BEVERAGE,25,2017,MORRIS JUDITH M
K000381,HON. DEREK KILMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0471949,MORRIS JUDITH M,11/30/2016,11/30/2016,FOOD & BEVERAGE,10.57,2016,MORRIS JUDITH M
K000381,HON. DEREK KILMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/13/2017,AP,E0475323,DACCA JOSEPH T,12/9/2016,12/9/2016,FOOD & BEVERAGE,21.69,2016,DACCA JOSEPH T
K000381,HON. DEREK KILMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,E0476791,WASSERMAN AARON S,11/12/2016,11/12/2016,FOOD & BEVERAGE,10.59,2016,WASSERMAN AARON S
K000381,HON. DEREK KILMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/22/2017,AP,E0495422,MORRIS JUDITH M,12/13/2016,12/16/2016,FOOD & BEVERAGE,13,2016,MORRIS JUDITH M
K000188,HON. RON KIND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0485650,PFAFF BRADLEY M.,1/28/2017,1/28/2017,FOOD & BEVERAGE,24,2017,PFAFF BRADLEY M.
K000188,HON. RON KIND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0485654,HON. RON KIND,1/12/2017,1/12/2017,FOOD & BEVERAGE,16.95,2017,HON. RON KIND
K000188,HON. RON KIND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0497312,HON. RON KIND,2/28/2017,2/28/2017,FOOD & BEVERAGE,15.95,2017,HON. RON KIND
K000188,HON. RON KIND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0497315,PFAFF BRADLEY M.,2/13/2017,2/13/2017,FOOD & BEVERAGE,10,2017,PFAFF BRADLEY M.
K000188,HON. RON KIND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/8/2017,AP,E0472838,JACKELEN KARRIE L.,12/7/2016,12/7/2016,FOOD & BEVERAGE,19,2016,JACKELEN KARRIE L.
K000188,HON. RON KIND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0481067,HON. RON KIND,12/8/2016,12/8/2016,FOOD & BEVERAGE,16.95,2016,HON. RON KIND
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/4/2017,AP,E0491151,CRETSINGER JONATHAN W.,1/25/2017,1/25/2017,FOOD & BEVERAGE,10,2017,CRETSINGER JONATHAN W.
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/14/2017,AP,E0495049,CAPITOL HILL CLUB,1/10/2017,1/10/2017,FOOD & BEVERAGE,14.68,2017,CAPITOL HILL CLUB
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-TARGET,1/29/2017,2/28/2017,FOOD & BEVERAGE,127.19,2017,CITI PCARD-TARGET
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0495031,CAPITOL HILL CLUB,3/1/2017,3/1/2017,FOOD & BEVERAGE,715,2017,CAPITOL HILL CLUB
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,E0477689,ANDERSON II WILLIAM R,12/10/2016,12/10/2016,FOOD & BEVERAGE,27.91,2016,ANDERSON II WILLIAM R
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/31/2017,AP,E0477688,HURST VICTORIA M.,11/9/2016,11/9/2016,FOOD & BEVERAGE,10,2016,HURST VICTORIA M.
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-TARGET,12/29/2016,1/2/2017,FOOD & BEVERAGE,32.8,2017,CITI PCARD-TARGET
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-HILL COUNTRY BARBECUE,12/29/2016,1/2/2017,FOOD & BEVERAGE,150.25,2017,CITI PCARD-HILL COUNTRY BARBECUE
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/3/2017,AP,E0481654,DOGGETT PATRICK M.,1/19/2017,1/19/2017,FOOD & BEVERAGE,10,2017,DOGGETT PATRICK M.
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/20/2017,AP,E0497874,RIDENOUR GREGORY,3/1/2017,3/1/2017,FOOD & BEVERAGE,30,2017,RIDENOUR GREGORY
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0497690,ILLINOIS VALLEY AREA CHAMBER OF COMMERCE,3/9/2017,3/9/2017,FOOD & BEVERAGE,25,2017,ILLINOIS VALLEY AREA CHAMBER OF COMMERCE
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/24/2017,AP,E0498589,DOGGETT PATRICK M.,3/9/2017,3/9/2017,FOOD & BEVERAGE,30,2017,DOGGETT PATRICK M.
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0470524,QUILL CORPORATION,12/6/2016,12/6/2016,FOOD & BEVERAGE,53.36,2016,QUILL CORPORATION
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0470525,QUILL CORPORATION,12/6/2016,12/6/2016,FOOD & BEVERAGE,251.41,2016,QUILL CORPORATION
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0470609,QUILL CORPORATION,12/6/2016,12/6/2016,FOOD & BEVERAGE,114.9,2016,QUILL CORPORATION
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0472210,GROSS CASEY,12/11/2016,12/11/2016,FOOD & BEVERAGE,59.39,2016,GROSS CASEY
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/9/2017,AP,E0473388,PHALEN BRIAN L.,12/12/2016,12/12/2016,FOOD & BEVERAGE,19.25,2016,PHALEN BRIAN L.
K000387,HON. STEPHEN KNIGHT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0493117,WARD CHRISTINE A.,1/29/2017,1/29/2017,FOOD & BEVERAGE,75,2017,WARD CHRISTINE A.
K000387,HON. STEPHEN KNIGHT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478567,MOULTON LISA G.,12/13/2016,12/15/2016,FOOD & BEVERAGE,413.73,2016,MOULTON LISA G.
K000387,HON. STEPHEN KNIGHT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/15/2017,AP,E0487111,WARD CHRISTINE A.,12/1/2016,12/20/2016,FOOD & BEVERAGE,17.98,2016,WARD CHRISTINE A.
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0482343,BASKIN STEVEN A.,1/11/2017,1/18/2017,FOOD & BEVERAGE,196.24,2017,BASKIN STEVEN A.
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0484337,BASKIN STEVEN A.,1/19/2017,1/22/2017,FOOD & BEVERAGE,187.51,2017,BASKIN STEVEN A.
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0484337,BASKIN STEVEN A.,1/27/2017,1/27/2017,FOOD & BEVERAGE,644.99,2017,BASKIN STEVEN A.
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/28/2017,AP,E0487508,MORGANTE SAMUEL T,2/5/2017,2/5/2017,FOOD & BEVERAGE,22.99,2017,MORGANTE SAMUEL T
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/15/2017,AP,E0494592,BASKIN STEVEN A.,2/28/2017,2/28/2017,FOOD & BEVERAGE,38.58,2017,BASKIN STEVEN A.
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/2/2017,3/2/2017,FOOD & BEVERAGE,41.33,2017,BOISE CASCADE COMPANY
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/7/2017,3/7/2017,FOOD & BEVERAGE,66.7,2017,BOISE CASCADE COMPANY
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/9/2017,3/9/2017,FOOD & BEVERAGE,11.87,2017,BOISE CASCADE COMPANY
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0498959,BASKIN STEVEN A.,3/9/2017,3/9/2017,FOOD & BEVERAGE,78.86,2017,BASKIN STEVEN A.
K000382,HON. ANN M. KUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/3/2017,AP,901115,BERRY JACOB H.,1/25/2017,1/25/2017,FOOD & BEVERAGE,48.09,2017,BERRY JACOB H.
K000382,HON. ANN M. KUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,901711,GARRY COREY R.,1/27/2017,1/27/2017,FOOD & BEVERAGE,31.98,2017,GARRY COREY R.
K000382,HON. ANN M. KUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/14/2017,AP,E0486882,HORRELL ABIGAIL F.,1/31/2017,1/31/2017,FOOD & BEVERAGE,14.76,2017,HORRELL ABIGAIL F.
K000382,HON. ANN M. KUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-CORNER BAKERY,1/3/2017,1/28/2017,FOOD & BEVERAGE,303.6,2017,CITI PCARD-CORNER BAKERY
K000382,HON. ANN M. KUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/14/2017,AP,907082,BRESNAHAN BRIAN D.,2/24/2017,2/24/2017,FOOD & BEVERAGE,43.41,2017,BRESNAHAN BRIAN D.
K000382,HON. ANN M. KUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0499097,HORRELL ABIGAIL F.,1/3/2017,1/3/2017,FOOD & BEVERAGE,168.04,2017,HORRELL ABIGAIL F.
K000392,HON. DAVID KUSTOFF,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/15/2017,AP,E0494664,JACKSON III EDWARD S.,1/31/2017,1/31/2017,FOOD & BEVERAGE,49.6,2017,JACKSON III EDWARD S.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0490405,DEMORDAUNT REBEKAH A.,1/19/2017,1/19/2017,FOOD & BEVERAGE,50.16,2017,DEMORDAUNT REBEKAH A.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0490406,MORBECK JUDITH U.,1/10/2017,1/10/2017,FOOD & BEVERAGE,20,2017,MORBECK JUDITH U.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0490408,POPKEY DANIEL R.,1/11/2017,1/11/2017,FOOD & BEVERAGE,37,2017,POPKEY DANIEL R.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0490410,GONGORA ESTEPHANIA,1/17/2017,1/17/2017,FOOD & BEVERAGE,41.86,2017,GONGORA ESTEPHANIA
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/17/2017,AP,E0497956,GRIFF BRAD D.,1/4/2017,1/4/2017,FOOD & BEVERAGE,25,2017,GRIFF BRAD D.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0470920,GRIFF BRAD D.,11/3/2016,11/22/2016,FOOD & BEVERAGE,65.46,2016,GRIFF BRAD D.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/12/2017,AP,E0473752,MORBECK JUDITH U.,10/27/2016,10/27/2016,FOOD & BEVERAGE,40,2016,MORBECK JUDITH U.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0473754,MORBECK JUDITH U.,11/8/2016,11/15/2016,FOOD & BEVERAGE,30,2016,MORBECK JUDITH U.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0481621,POPKEY DANIEL R.,11/22/2016,11/22/2016,FOOD & BEVERAGE,27,2016,POPKEY DANIEL R.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0481623,LESTER DEAN A.,1/2/2017,1/2/2017,FOOD & BEVERAGE,400.79,2017,LESTER DEAN A.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0490397,MORBECK JUDITH U.,12/30/2016,12/30/2016,FOOD & BEVERAGE,25,2016,MORBECK JUDITH U.
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0490369,QUILL CORPORATION,2/8/2017,2/8/2017,FOOD & BEVERAGE,59.95,2017,QUILL CORPORATION
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-AMAZON MKTPLACE PMTS,11/29/2016,12/28/2016,FOOD & BEVERAGE,117.94,2016,CITI PCARD-AMAZON MKTPLACE PMTS
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-AMAZON.COM AMZN.COM/BI,11/29/2016,12/28/2016,FOOD & BEVERAGE,767.36,2016,CITI PCARD-AMAZON.COM AMZN.COM/BI
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,E0477307,QUILL CORPORATION,12/29/2016,12/29/2016,FOOD & BEVERAGE,48.44,2016,QUILL CORPORATION
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-STAPLES DIRECT,12/29/2016,1/2/2017,FOOD & BEVERAGE,478.79,2017,CITI PCARD-STAPLES DIRECT
L000578,HON. DOUG LAMALFA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0492888,PAGE LAURA C.,2/3/2017,2/8/2017,FOOD & BEVERAGE,155,2017,PAGE LAURA C.
L000578,HON. DOUG LAMALFA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0492908,HAYNES BRENDA L.,1/12/2017,1/30/2017,FOOD & BEVERAGE,90,2017,HAYNES BRENDA L.
L000578,HON. DOUG LAMALFA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0499196,HORNE JENNIFER A.,2/23/2017,2/23/2017,FOOD & BEVERAGE,31.9,2017,HORNE JENNIFER A.
